horizon,variant,candidate,selection_fold,candidate_selection_policy,candidate_selection_fold_count,stability_median_balanced_accuracy,stability_median_macro_f1,stability_balanced_accuracy_std,stability_median_roc_auc,n_samples,accuracy,balanced_accuracy,macro_f1,precision_down,precision_up,recall_down,recall_up,mcc,roc_auc,brier_score,log_loss,expected_calibration_error,threshold,confusion_matrix
5,legacy_hurst_no_meta,hist_gradient_boosting,wf_05,median_preselection_folds_v2_1,4,0.5232931487316135,0.4916332157485038,0.014054146765577093,0.5353688387131843,578,0.5259515570934256,0.5108508977361437,0.47871023804508106,0.4961832061068702,0.5346756152125279,0.23809523809523808,0.7836065573770492,0.025878404680146683,0.4902059688944934,0.2935363683084976,0.8050863898702689,0.19616867488431156,0.355,"[[65, 208], [66, 239]]"
10,dfa_hurst_with_meta,logistic_c02,wf_05,median_preselection_folds_v2_1,4,0.49232736904520896,0.47513667758535183,0.018965586218091295,0.49490074942121637,576,0.5104166666666666,0.5249915405810412,0.47058133319426876,0.49130434782608695,0.5862068965517241,0.8248175182481752,0.2251655629139073,0.06224348013013203,0.4407478126359549,0.28066933976132735,0.7610181532144956,0.15739799555414727,0.635,"[[226, 48], [234, 68]]"
10,dfa_hurst_with_meta,logistic_c10,wf_05,median_preselection_folds_v2_1,4,0.4950707517544101,0.46468624494463295,0.029024926726907572,0.504132882768306,576,0.5086805555555556,0.5235050998211437,0.4670415719867257,0.490280777537797,0.584070796460177,0.8284671532846716,0.2185430463576159,0.05912091285969004,0.43701358340987095,0.2853764054181316,0.772519011681624,0.17424726121980705,0.65,"[[227, 47], [236, 66]]"
10,dfa_hurst_with_meta,random_forest,wf_05,median_preselection_folds_v2_1,4,0.5159638380238452,0.47522800537766446,0.030874147923202495,0.534187289002282,576,0.5121527777777778,0.5110818388359839,0.5110784873446973,0.48727272727272725,0.5348837209302325,0.48905109489051096,0.5331125827814569,0.022160062642647336,0.4856189877700972,0.26150487071490025,0.7170503614744593,0.0978420015533352,0.475,"[[134, 140], [141, 161]]"
10,dfa_hurst_with_meta,extra_trees,wf_05,median_preselection_folds_v2_1,4,0.540956285921629,0.516647718264255,0.02285339809029487,0.538569187738626,576,0.5434027777777778,0.5564484942234253,0.5151685842761358,0.5124716553287982,0.6444444444444445,0.8248175182481752,0.28807947019867547,0.1330990424579555,0.5258012278242374,0.25102580807959884,0.6952177895204179,0.05288781911560784,0.51,"[[226, 48], [215, 87]]"
10,dfa_hurst_with_meta,hist_gradient_boosting,wf_05,median_preselection_folds_v2_1,4,0.4964372766960931,0.46701681669433814,0.021172474496813507,0.5222930588991779,576,0.5295138888888888,0.5225624788514526,0.5157817022213812,0.5073170731707317,0.5417789757412399,0.3795620437956204,0.6655629139072847,0.04706864275218145,0.5093416155073234,0.2966863141410627,0.8212658371330883,0.19768129844073756,0.425,"[[104, 170], [101, 201]]"
10,dfa_hurst_no_meta,logistic_c02,wf_05,median_preselection_folds_v2_1,4,0.49232736904520896,0.47513667758535183,0.018965586218091295,0.49490074942121637,576,0.5104166666666666,0.5249915405810412,0.47058133319426876,0.49130434782608695,0.5862068965517241,0.8248175182481752,0.2251655629139073,0.06224348013013203,0.4407478126359549,0.28066933976132735,0.7610181532144956,0.15739799555414727,0.635,"[[226, 48], [234, 68]]"
10,dfa_hurst_no_meta,logistic_c10,wf_05,median_preselection_folds_v2_1,4,0.4950707517544101,0.46468624494463295,0.029024926726907572,0.504132882768306,576,0.5086805555555556,0.5235050998211437,0.4670415719867257,0.490280777537797,0.584070796460177,0.8284671532846716,0.2185430463576159,0.05912091285969004,0.43701358340987095,0.2853764054181316,0.772519011681624,0.17424726121980705,0.65,"[[227, 47], [236, 66]]"
10,dfa_hurst_no_meta,random_forest,wf_05,median_preselection_folds_v2_1,4,0.5159638380238452,0.47522800537766446,0.030874147923202495,0.534187289002282,576,0.5121527777777778,0.5110818388359839,0.5110784873446973,0.48727272727272725,0.5348837209302325,0.48905109489051096,0.5331125827814569,0.022160062642647336,0.4856189877700972,0.26150487071490025,0.7170503614744593,0.0978420015533352,0.475,"[[134, 140], [141, 161]]"
10,dfa_hurst_no_meta,extra_trees,wf_05,median_preselection_folds_v2_1,4,0.540956285921629,0.516647718264255,0.02285339809029487,0.538569187738626,576,0.5434027777777778,0.5564484942234253,0.5151685842761358,0.5124716553287982,0.6444444444444445,0.8248175182481752,0.28807947019867547,0.1330990424579555,0.5258012278242374,0.25102580807959884,0.6952177895204179,0.05288781911560784,0.51,"[[226, 48], [215, 87]]"
10,dfa_hurst_no_meta,hist_gradient_boosting,wf_05,median_preselection_folds_v2_1,4,0.4964372766960931,0.46701681669433814,0.021172474496813507,0.5222930588991779,576,0.5295138888888888,0.5225624788514526,0.5157817022213812,0.5073170731707317,0.5417789757412399,0.3795620437956204,0.6655629139072847,0.04706864275218145,0.5093416155073234,0.2966863141410627,0.8212658371330883,0.19768129844073756,0.425,"[[104, 170], [101, 201]]"
10,no_hurst_with_meta,logistic_c02,wf_05,median_preselection_folds_v2_1,4,0.48616489621720116,0.4791590839036828,0.01298358188624906,0.4988459086289706,576,0.5173611111111112,0.5329675641707352,0.4713083902323063,0.4957627118644068,0.6153846153846154,0.8540145985401459,0.2119205298013245,0.0856067362242931,0.44903804321554597,0.2755752073081491,0.7493209774916859,0.14617786177687295,0.635,"[[234, 40], [238, 64]]"
10,no_hurst_with_meta,logistic_c10,wf_05,median_preselection_folds_v2_1,4,0.5031714078623477,0.4868667392205358,0.0131840433675826,0.5131945593038999,576,0.5208333333333334,0.5345869386571277,0.4869623586513141,0.49777777777777776,0.6031746031746031,0.8175182481751825,0.25165562913907286,0.08356594769750396,0.4446270604727607,0.2793424173002908,0.7584008516898928,0.16018429214078736,0.6200000000000001,"[[224, 50], [226, 76]]"
10,no_hurst_with_meta,random_forest,wf_05,median_preselection_folds_v2_1,4,0.5109639002124301,0.47303117932695216,0.03445135224324499,0.5387480680608698,576,0.4947916666666667,0.5151665297046454,0.40189903906197033,0.4839319470699433,0.6170212765957447,0.9343065693430657,0.09602649006622517,0.05533733035673785,0.4832624353458694,0.2608858933804936,0.7155969045555877,0.09381137684280305,0.65,"[[256, 18], [273, 29]]"
10,no_hurst_with_meta,extra_trees,wf_05,median_preselection_folds_v2_1,4,0.5349598628894853,0.5127683939228731,0.018942897298631457,0.5448601566337772,576,0.5347222222222222,0.5461400879779572,0.5136116152450091,0.5071090047393365,0.6103896103896104,0.781021897810219,0.31125827814569534,0.10412873224367747,0.5148885773674288,0.2516943307606169,0.6965947121649239,0.051452054669326924,0.51,"[[214, 60], [208, 94]]"
10,no_hurst_with_meta,hist_gradient_boosting,wf_05,median_preselection_folds_v2_1,4,0.49911053148329404,0.46438354526672554,0.023336273937274988,0.5250673943852431,576,0.5190972222222222,0.5229491951467105,0.5177002252013966,0.4954954954954955,0.551440329218107,0.6021897810218978,0.44370860927152317,0.04641420904689125,0.5093899550442307,0.2979583028893148,0.8280703940230552,0.1913547031129755,0.595,"[[165, 109], [168, 134]]"
10,no_hurst_no_meta,logistic_c02,wf_05,median_preselection_folds_v2_1,4,0.48616489621720116,0.4791590839036828,0.01298358188624906,0.4988459086289706,576,0.5173611111111112,0.5329675641707352,0.4713083902323063,0.4957627118644068,0.6153846153846154,0.8540145985401459,0.2119205298013245,0.0856067362242931,0.44903804321554597,0.2755752073081491,0.7493209774916859,0.14617786177687295,0.635,"[[234, 40], [238, 64]]"
10,no_hurst_no_meta,logistic_c10,wf_05,median_preselection_folds_v2_1,4,0.5031714078623477,0.4868667392205358,0.0131840433675826,0.5131945593038999,576,0.5208333333333334,0.5345869386571277,0.4869623586513141,0.49777777777777776,0.6031746031746031,0.8175182481751825,0.25165562913907286,0.08356594769750396,0.4446270604727607,0.2793424173002908,0.7584008516898928,0.16018429214078736,0.6200000000000001,"[[224, 50], [226, 76]]"
10,no_hurst_no_meta,random_forest,wf_05,median_preselection_folds_v2_1,4,0.5109639002124301,0.47303117932695216,0.03445135224324499,0.5387480680608698,576,0.4947916666666667,0.5151665297046454,0.40189903906197033,0.4839319470699433,0.6170212765957447,0.9343065693430657,0.09602649006622517,0.05533733035673785,0.4832624353458694,0.2608858933804936,0.7155969045555877,0.09381137684280305,0.65,"[[256, 18], [273, 29]]"
10,no_hurst_no_meta,extra_trees,wf_05,median_preselection_folds_v2_1,4,0.5349598628894853,0.5127683939228731,0.018942897298631457,0.5448601566337772,576,0.5347222222222222,0.5461400879779572,0.5136116152450091,0.5071090047393365,0.6103896103896104,0.781021897810219,0.31125827814569534,0.10412873224367747,0.5148885773674288,0.2516943307606169,0.6965947121649239,0.051452054669326924,0.51,"[[214, 60], [208, 94]]"
10,no_hurst_no_meta,hist_gradient_boosting,wf_05,median_preselection_folds_v2_1,4,0.49911053148329404,0.46438354526672554,0.023336273937274988,0.5250673943852431,576,0.5190972222222222,0.5229491951467105,0.5177002252013966,0.4954954954954955,0.551440329218107,0.6021897810218978,0.44370860927152317,0.04641420904689125,0.5093899550442307,0.2979583028893148,0.8280703940230552,0.1913547031129755,0.595,"[[165, 109], [168, 134]]"
10,legacy_hurst_no_meta,logistic_c02,wf_05,median_preselection_folds_v2_1,4,0.4681646689991014,0.45449703341705566,0.018685031757310455,0.4816529356884107,576,0.5104166666666666,0.5254991057185672,0.4672264497507216,0.49141630901287553,0.5909090909090909,0.8357664233576643,0.2152317880794702,0.06479543310964975,0.4427418185333784,0.27966338248550027,0.7579211939404747,0.16220541007147907,0.635,"[[229, 45], [237, 65]]"
