horizon,variant,fold_id,candidate,n_validation,balanced_accuracy,macro_f1,roc_auc,train_start_row,train_end_row,validation_start_row,validation_end_row,n_train_raw,n_train,purged_count,embargoed_count
5,no_hurst_with_meta,wf_01,hist_gradient_boosting,579,0.5029177307334304,0.40970147918939703,0.5396429509057495,40,319,325,903,285,280,5,0
5,no_hurst_with_meta,wf_02,logistic_c02,578,0.5279265585794248,0.527472093313032,0.5219431576915654,40,898,904,1481,864,859,5,0
5,no_hurst_with_meta,wf_02,logistic_c10,578,0.5299531943640223,0.5298944476576055,0.5482773595830921,40,898,904,1481,864,859,5,0
5,no_hurst_with_meta,wf_02,random_forest,578,0.5179019494306119,0.5178386973399305,0.5413288940359005,40,898,904,1481,864,859,5,0
5,no_hurst_with_meta,wf_02,extra_trees,578,0.5338134530013511,0.5238095238095237,0.5787613395097472,40,898,904,1481,864,859,5,0
5,no_hurst_with_meta,wf_02,hist_gradient_boosting,578,0.499445087820884,0.4947552447552448,0.5126544103454932,40,898,904,1481,864,859,5,0
5,no_hurst_with_meta,wf_03,logistic_c02,578,0.49125897168601795,0.4844330400782014,0.4989994847646093,40,1476,1482,2059,1442,1437,5,0
5,no_hurst_with_meta,wf_03,logistic_c10,578,0.49630947673652304,0.48894783377541995,0.4951651748804774,40,1476,1482,2059,1442,1437,5,0
5,no_hurst_with_meta,wf_03,random_forest,578,0.5204057179146148,0.4430253027924667,0.49689061432833675,40,1476,1482,2059,1442,1437,5,0
5,no_hurst_with_meta,wf_03,extra_trees,578,0.5047329762632253,0.45304131505780204,0.49402686413362573,40,1476,1482,2059,1442,1437,5,0
5,no_hurst_with_meta,wf_03,hist_gradient_boosting,578,0.5086751261128486,0.4507997567029968,0.5120001917154942,40,1476,1482,2059,1442,1437,5,0
5,no_hurst_with_meta,wf_04,logistic_c02,578,0.5402699926995558,0.5394986823558252,0.5587067077471325,40,2054,2060,2637,2020,2015,5,0
5,no_hurst_with_meta,wf_04,logistic_c10,578,0.5375168590766795,0.5369655896354546,0.558149894205427,40,2054,2060,2637,2020,2015,5,0
5,no_hurst_with_meta,wf_04,random_forest,578,0.5650048875855327,0.5467128027681661,0.560859720108393,40,2054,2060,2637,2020,2015,5,0
5,no_hurst_with_meta,wf_04,extra_trees,578,0.5340646151181063,0.49009122079433937,0.5546481557098135,40,2054,2060,2637,2020,2015,5,0
5,no_hurst_with_meta,wf_04,hist_gradient_boosting,578,0.5582860041822884,0.5487900078064012,0.5749656631649281,40,2054,2060,2637,2020,2015,5,0
5,no_hurst_with_meta,wf_05,logistic_c02,578,0.4635561160151324,0.4632565273134668,0.4686843211433375,40,2632,2638,3215,2598,2593,5,0
5,no_hurst_with_meta,wf_05,logistic_c10,578,0.46210892932204406,0.46166539388766603,0.4650333273284093,40,2632,2638,3215,2598,2593,5,0
5,no_hurst_with_meta,wf_05,random_forest,578,0.48456134029904524,0.4802158273381295,0.4790368101843512,40,2632,2638,3215,2598,2593,5,0
5,no_hurst_with_meta,wf_05,extra_trees,578,0.5005344382393563,0.46639719550382375,0.5050861706599412,40,2632,2638,3215,2598,2593,5,0
5,no_hurst_with_meta,wf_05,hist_gradient_boosting,578,0.47398066414459855,0.4732452169714527,0.4643607758361857,40,2632,2638,3215,2598,2593,5,0
5,no_hurst_no_meta,wf_01,logistic_c02,579,0.5015453829447003,0.42357978279030906,0.5459796176519727,40,319,325,903,285,280,5,0
5,no_hurst_no_meta,wf_01,logistic_c10,579,0.5159908351034631,0.46260016025641026,0.5486169120981408,40,319,325,903,285,280,5,0
5,no_hurst_no_meta,wf_01,random_forest,579,0.5048330509081362,0.42041224904128127,0.5432110551564476,40,319,325,903,285,280,5,0
5,no_hurst_no_meta,wf_01,extra_trees,579,0.5293503424902742,0.46226609796367635,0.5890236043819661,40,319,325,903,285,280,5,0
5,no_hurst_no_meta,wf_01,hist_gradient_boosting,579,0.5029177307334304,0.40970147918939703,0.5396429509057495,40,319,325,903,285,280,5,0
5,no_hurst_no_meta,wf_02,logistic_c02,578,0.5279265585794248,0.527472093313032,0.5219431576915654,40,898,904,1481,864,859,5,0
5,no_hurst_no_meta,wf_02,logistic_c10,578,0.5299531943640223,0.5298944476576055,0.5482773595830921,40,898,904,1481,864,859,5,0
5,no_hurst_no_meta,wf_02,random_forest,578,0.5179019494306119,0.5178386973399305,0.5413288940359005,40,898,904,1481,864,859,5,0
5,no_hurst_no_meta,wf_02,extra_trees,578,0.5338134530013511,0.5238095238095237,0.5787613395097472,40,898,904,1481,864,859,5,0
5,no_hurst_no_meta,wf_02,hist_gradient_boosting,578,0.499445087820884,0.4947552447552448,0.5126544103454932,40,898,904,1481,864,859,5,0
5,no_hurst_no_meta,wf_03,logistic_c02,578,0.49125897168601795,0.4844330400782014,0.4989994847646093,40,1476,1482,2059,1442,1437,5,0
5,no_hurst_no_meta,wf_03,logistic_c10,578,0.49630947673652304,0.48894783377541995,0.4951651748804774,40,1476,1482,2059,1442,1437,5,0
5,no_hurst_no_meta,wf_03,random_forest,578,0.5204057179146148,0.4430253027924667,0.49689061432833675,40,1476,1482,2059,1442,1437,5,0
5,no_hurst_no_meta,wf_03,extra_trees,578,0.5047329762632253,0.45304131505780204,0.49402686413362573,40,1476,1482,2059,1442,1437,5,0
5,no_hurst_no_meta,wf_03,hist_gradient_boosting,578,0.5086751261128486,0.4507997567029968,0.5120001917154942,40,1476,1482,2059,1442,1437,5,0
5,no_hurst_no_meta,wf_04,logistic_c02,578,0.5402699926995558,0.5394986823558252,0.5587067077471325,40,2054,2060,2637,2020,2015,5,0
5,no_hurst_no_meta,wf_04,logistic_c10,578,0.5375168590766795,0.5369655896354546,0.558149894205427,40,2054,2060,2637,2020,2015,5,0
5,no_hurst_no_meta,wf_04,random_forest,578,0.5650048875855327,0.5467128027681661,0.560859720108393,40,2054,2060,2637,2020,2015,5,0
5,no_hurst_no_meta,wf_04,extra_trees,578,0.5340646151181063,0.49009122079433937,0.5546481557098135,40,2054,2060,2637,2020,2015,5,0
5,no_hurst_no_meta,wf_04,hist_gradient_boosting,578,0.5582860041822884,0.5487900078064012,0.5749656631649281,40,2054,2060,2637,2020,2015,5,0
5,no_hurst_no_meta,wf_05,logistic_c02,578,0.4635561160151324,0.4632565273134668,0.4686843211433375,40,2632,2638,3215,2598,2593,5,0
5,no_hurst_no_meta,wf_05,logistic_c10,578,0.46210892932204406,0.46166539388766603,0.4650333273284093,40,2632,2638,3215,2598,2593,5,0
5,no_hurst_no_meta,wf_05,random_forest,578,0.48456134029904524,0.4802158273381295,0.4790368101843512,40,2632,2638,3215,2598,2593,5,0
5,no_hurst_no_meta,wf_05,extra_trees,578,0.5005344382393563,0.46639719550382375,0.5050861706599412,40,2632,2638,3215,2598,2593,5,0
5,no_hurst_no_meta,wf_05,hist_gradient_boosting,578,0.47398066414459855,0.4732452169714527,0.4643607758361857,40,2632,2638,3215,2598,2593,5,0
5,legacy_hurst_no_meta,wf_01,logistic_c02,579,0.507458411895272,0.4563199893823515,0.538557006133798,40,319,325,903,285,280,5,0
5,legacy_hurst_no_meta,wf_01,logistic_c10,579,0.5356392754003676,0.5017581064661576,0.5398816200863983,40,319,325,903,285,280,5,0
5,legacy_hurst_no_meta,wf_01,random_forest,579,0.515740232463782,0.4540700040700041,0.5468268932432755,40,319,325,903,285,280,5,0
5,legacy_hurst_no_meta,wf_01,extra_trees,579,0.5257285376739302,0.451796157059315,0.56944079810974,40,319,325,903,285,280,5,0
5,legacy_hurst_no_meta,wf_01,hist_gradient_boosting,579,0.5102448745793455,0.43621809865377614,0.552626554333039,40,319,325,903,285,280,5,0
5,legacy_hurst_no_meta,wf_02,logistic_c02,578,0.5152721482339316,0.5145340344726848,0.513281702374059,40,898,904,1481,864,859,5,0
5,legacy_hurst_no_meta,wf_02,logistic_c10,578,0.5443688477127968,0.5442303959627329,0.5477345107122177,40,898,904,1481,864,859,5,0
5,legacy_hurst_no_meta,wf_02,random_forest,578,0.5448031268094962,0.544531466175816,0.5510398571704305,40,898,904,1481,864,859,5,0
5,legacy_hurst_no_meta,wf_02,extra_trees,578,0.5448755066589461,0.5363733973346807,0.5729226983207875,40,898,904,1481,864,859,5,0
5,legacy_hurst_no_meta,wf_02,hist_gradient_boosting,578,0.5150670719938235,0.51205814733212,0.5158994402624976,40,898,904,1481,864,859,5,0
5,legacy_hurst_no_meta,wf_03,logistic_c02,578,0.4812957570964689,0.4805704581999609,0.4821764501479804,40,1476,1482,2059,1442,1437,5,0
5,legacy_hurst_no_meta,wf_03,logistic_c10,578,0.4859628311585607,0.48433299174151545,0.4786057490683825,40,1476,1482,2059,1442,1437,5,0
5,legacy_hurst_no_meta,wf_03,random_forest,578,0.5186263584840097,0.44181934413296875,0.5011083552008819,40,1476,1482,2059,1442,1437,5,0
5,legacy_hurst_no_meta,wf_03,extra_trees,578,0.5156967060881652,0.4571589572232163,0.5006410486837533,40,1476,1482,2059,1442,1437,5,0
5,legacy_hurst_no_meta,wf_03,hist_gradient_boosting,578,0.5315192254694034,0.47120828416488775,0.5181111230933295,40,1476,1482,2059,1442,1437,5,0
5,legacy_hurst_no_meta,wf_04,logistic_c02,578,0.5451328309637824,0.5440023484227651,0.5500575373993095,40,2054,2060,2637,2020,2015,5,0
5,legacy_hurst_no_meta,wf_04,logistic_c10,578,0.539447146021258,0.5384615384615384,0.5485232067510548,40,2054,2060,2637,2020,2015,5,0
5,legacy_hurst_no_meta,wf_04,random_forest,578,0.5609958300852543,0.5314357773374166,0.5694717695534355,40,2054,2060,2637,2020,2015,5,0
5,legacy_hurst_no_meta,wf_04,extra_trees,578,0.517007560290533,0.4749273255813954,0.5507380872836161,40,2054,2060,2637,2020,2015,5,0
5,legacy_hurst_no_meta,wf_04,hist_gradient_boosting,578,0.5458071940309588,0.5389709091456348,0.5542521994134897,40,2054,2060,2637,2020,2015,5,0
5,legacy_hurst_no_meta,wf_05,logistic_c02,578,0.4815889029003783,0.4815676980996235,0.46814387797994356,40,2632,2638,3215,2598,2593,5,0
5,legacy_hurst_no_meta,wf_05,logistic_c10,578,0.4744550531435777,0.47445557746149203,0.4646009727976941,40,2632,2638,3215,2598,2593,5,0
5,legacy_hurst_no_meta,wf_05,random_forest,578,0.48330631117516365,0.4780999235049722,0.4883564522908785,40,2632,2638,3215,2598,2593,5,0
5,legacy_hurst_no_meta,wf_05,extra_trees,578,0.5215516723713445,0.48728135932033984,0.5143337536780159,40,2632,2638,3215,2598,2593,5,0
5,legacy_hurst_no_meta,wf_05,hist_gradient_boosting,578,0.4917192097519966,0.4913014648260896,0.4902059688944934,40,2632,2638,3215,2598,2593,5,0
10,dfa_hurst_with_meta,wf_01,logistic_c02,577,0.5178532759077019,0.45539537610157876,0.5265272731647458,40,319,330,906,290,280,10,0
10,dfa_hurst_with_meta,wf_01,logistic_c10,577,0.5197480811337551,0.4339106277948178,0.5276220495175765,40,319,330,906,290,280,10,0
10,dfa_hurst_with_meta,wf_01,random_forest,577,0.4933350978080412,0.44872140145685857,0.5664445032602681,40,319,330,906,290,280,10,0
10,dfa_hurst_with_meta,wf_01,extra_trees,577,0.5674129592646953,0.5667231353325644,0.5653858184355526,40,319,330,906,290,280,10,0
10,dfa_hurst_with_meta,wf_01,hist_gradient_boosting,577,0.4972510286085513,0.40724627688913406,0.5310387141791584,40,319,330,906,290,280,10,0
10,dfa_hurst_with_meta,wf_02,logistic_c02,576,0.5051602455648475,0.49791386835501156,0.5104413399719631,40,896,907,1482,867,857,10,0
10,dfa_hurst_with_meta,wf_02,logistic_c10,576,0.5254386812974332,0.5238173681465008,0.5384541016097066,40,896,907,1482,867,857,10,0
10,dfa_hurst_with_meta,wf_02,random_forest,576,0.5761226857446705,0.5731562197315622,0.611797263982211,40,896,907,1482,867,857,10,0
10,dfa_hurst_with_meta,wf_02,extra_trees,576,0.5604727606709528,0.5492218168966083,0.5987214192488035,40,896,907,1482,867,857,10,0
10,dfa_hurst_with_meta,wf_02,hist_gradient_boosting,576,0.4803378933629816,0.4767350264837702,0.5372576980712525,40,896,907,1482,867,857,10,0
10,dfa_hurst_with_meta,wf_03,logistic_c02,576,0.470835401959241,0.47078663910347074,0.4793601588704697,40,1472,1483,2058,1443,1433,10,0
10,dfa_hurst_with_meta,wf_03,logistic_c10,576,0.4703934223750651,0.4701237191650854,0.48064371601903544,40,1472,1483,2058,1443,1433,10,0
10,dfa_hurst_with_meta,wf_03,random_forest,576,0.5200767712483199,0.4247413127413127,0.495138224574065,40,1472,1483,2058,1443,1433,10,0
10,dfa_hurst_with_meta,wf_03,extra_trees,576,0.5158991560006296,0.42547259413584976,0.5001755809307,40,1472,1483,2058,1443,1433,10,0
10,dfa_hurst_with_meta,wf_03,hist_gradient_boosting,576,0.5375319375658428,0.4572986069049061,0.4891563639005606,40,1472,1483,2058,1443,1433,10,0
10,dfa_hurst_with_meta,wf_04,logistic_c02,576,0.4794944925255704,0.4794867160672329,0.4726716168371361,40,2048,2059,2634,2019,2009,10,0
10,dfa_hurst_with_meta,wf_04,logistic_c10,576,0.45992328874901656,0.4592487707241806,0.464705448465775,40,2048,2059,2634,2019,2009,10,0
10,dfa_hurst_with_meta,wf_04,random_forest,576,0.5118509047993706,0.5017346092984704,0.5019300747442959,40,2048,2059,2634,2019,2009,10,0
10,dfa_hurst_with_meta,wf_04,extra_trees,576,0.5214398111723053,0.4840736196319019,0.5117525570416994,40,2048,2059,2634,2019,2009,10,0
10,dfa_hurst_with_meta,wf_04,hist_gradient_boosting,576,0.4956235247836349,0.49530912743359046,0.5135474036191975,40,2048,2059,2634,2019,2009,10,0
10,dfa_hurst_with_meta,wf_05,logistic_c02,576,0.4567481993522502,0.456398968807948,0.4407478126359549,40,2624,2635,3210,2595,2585,10,0
10,dfa_hurst_with_meta,wf_05,logistic_c10,576,0.44796248851936,0.4476769431176726,0.43701358340987095,40,2624,2635,3210,2595,2585,10,0
10,dfa_hurst_with_meta,wf_05,random_forest,576,0.48547396915937546,0.48201438848920863,0.4856189877700972,40,2624,2635,3210,2595,2585,10,0
10,dfa_hurst_with_meta,wf_05,extra_trees,576,0.5451249577029051,0.5177687809266757,0.5258012278242374,40,2624,2635,3210,2595,2585,10,0
10,dfa_hurst_with_meta,wf_05,hist_gradient_boosting,576,0.49847730458742207,0.4984520123839009,0.5093416155073234,40,2624,2635,3210,2595,2585,10,0
10,dfa_hurst_no_meta,wf_01,logistic_c02,577,0.5178532759077019,0.45539537610157876,0.5265272731647458,40,319,330,906,290,280,10,0
10,dfa_hurst_no_meta,wf_01,logistic_c10,577,0.5197480811337551,0.4339106277948178,0.5276220495175765,40,319,330,906,290,280,10,0
10,dfa_hurst_no_meta,wf_01,random_forest,577,0.4933350978080412,0.44872140145685857,0.5664445032602681,40,319,330,906,290,280,10,0
10,dfa_hurst_no_meta,wf_01,extra_trees,577,0.5674129592646953,0.5667231353325644,0.5653858184355526,40,319,330,906,290,280,10,0
10,dfa_hurst_no_meta,wf_01,hist_gradient_boosting,577,0.4972510286085513,0.40724627688913406,0.5310387141791584,40,319,330,906,290,280,10,0
10,dfa_hurst_no_meta,wf_02,logistic_c02,576,0.5051602455648475,0.49791386835501156,0.5104413399719631,40,896,907,1482,867,857,10,0
10,dfa_hurst_no_meta,wf_02,logistic_c10,576,0.5254386812974332,0.5238173681465008,0.5384541016097066,40,896,907,1482,867,857,10,0
10,dfa_hurst_no_meta,wf_02,random_forest,576,0.5761226857446705,0.5731562197315622,0.611797263982211,40,896,907,1482,867,857,10,0
10,dfa_hurst_no_meta,wf_02,extra_trees,576,0.5604727606709528,0.5492218168966083,0.5987214192488035,40,896,907,1482,867,857,10,0
10,dfa_hurst_no_meta,wf_02,hist_gradient_boosting,576,0.4803378933629816,0.4767350264837702,0.5372576980712525,40,896,907,1482,867,857,10,0
10,dfa_hurst_no_meta,wf_03,logistic_c02,576,0.470835401959241,0.47078663910347074,0.4793601588704697,40,1472,1483,2058,1443,1433,10,0
10,dfa_hurst_no_meta,wf_03,logistic_c10,576,0.4703934223750651,0.4701237191650854,0.48064371601903544,40,1472,1483,2058,1443,1433,10,0
10,dfa_hurst_no_meta,wf_03,random_forest,576,0.5200767712483199,0.4247413127413127,0.495138224574065,40,1472,1483,2058,1443,1433,10,0
10,dfa_hurst_no_meta,wf_03,extra_trees,576,0.5158991560006296,0.42547259413584976,0.5001755809307,40,1472,1483,2058,1443,1433,10,0
10,dfa_hurst_no_meta,wf_03,hist_gradient_boosting,576,0.5375319375658428,0.4572986069049061,0.4891563639005606,40,1472,1483,2058,1443,1433,10,0
10,dfa_hurst_no_meta,wf_04,logistic_c02,576,0.4794944925255704,0.4794867160672329,0.4726716168371361,40,2048,2059,2634,2019,2009,10,0
10,dfa_hurst_no_meta,wf_04,logistic_c10,576,0.45992328874901656,0.4592487707241806,0.464705448465775,40,2048,2059,2634,2019,2009,10,0
10,dfa_hurst_no_meta,wf_04,random_forest,576,0.5118509047993706,0.5017346092984704,0.5019300747442959,40,2048,2059,2634,2019,2009,10,0
10,dfa_hurst_no_meta,wf_04,extra_trees,576,0.5214398111723053,0.4840736196319019,0.5117525570416994,40,2048,2059,2634,2019,2009,10,0
10,dfa_hurst_no_meta,wf_04,hist_gradient_boosting,576,0.4956235247836349,0.49530912743359046,0.5135474036191975,40,2048,2059,2634,2019,2009,10,0
10,dfa_hurst_no_meta,wf_05,logistic_c02,576,0.4567481993522502,0.456398968807948,0.4407478126359549,40,2624,2635,3210,2595,2585,10,0
10,dfa_hurst_no_meta,wf_05,logistic_c10,576,0.44796248851936,0.4476769431176726,0.43701358340987095,40,2624,2635,3210,2595,2585,10,0
10,dfa_hurst_no_meta,wf_05,random_forest,576,0.48547396915937546,0.48201438848920863,0.4856189877700972,40,2624,2635,3210,2595,2585,10,0
10,dfa_hurst_no_meta,wf_05,extra_trees,576,0.5451249577029051,0.5177687809266757,0.5258012278242374,40,2624,2635,3210,2595,2585,10,0
10,dfa_hurst_no_meta,wf_05,hist_gradient_boosting,576,0.49847730458742207,0.4984520123839009,0.5093416155073234,40,2624,2635,3210,2595,2585,10,0
10,no_hurst_with_meta,wf_01,logistic_c02,577,0.5124575924544645,0.4515643564356435,0.5270686460864754,40,319,330,906,290,280,10,0
10,no_hurst_with_meta,wf_01,logistic_c10,577,0.5133418348932894,0.4422875553765606,0.5263588460335411,40,319,330,906,290,280,10,0
10,no_hurst_with_meta,wf_01,random_forest,577,0.49693222011019944,0.45139406398560966,0.572640215586728,40,319,330,906,290,280,10,0
10,no_hurst_with_meta,wf_01,extra_trees,577,0.5155133418348933,0.4989121528939188,0.5566877601597652,40,319,330,906,290,280,10,0
10,no_hurst_with_meta,wf_01,hist_gradient_boosting,577,0.5026467120617887,0.4106720585536771,0.5286566733235485,40,319,330,906,290,280,10,0
10,no_hurst_with_meta,wf_02,logistic_c02,576,0.4823560690288587,0.4808472284812979,0.49464639628752355,40,896,907,1482,867,857,10,0
10,no_hurst_with_meta,wf_02,logistic_c10,576,0.5180064774979456,0.5174825174825175,0.5313723594527965,40,896,907,1482,867,857,10,0
10,no_hurst_with_meta,wf_02,random_forest,576,0.5834582104703436,0.5828627069133399,0.6100691255377773,40,896,907,1482,867,857,10,0
10,no_hurst_with_meta,wf_02,extra_trees,576,0.5583458210470343,0.5507580957134834,0.6011142263257118,40,896,907,1482,867,857,10,0
10,no_hurst_with_meta,wf_02,hist_gradient_boosting,576,0.4750326291874124,0.47158514798899137,0.5262362836564026,40,896,907,1482,867,857,10,0
10,no_hurst_with_meta,wf_03,logistic_c02,576,0.48997372340554357,0.48542017650968333,0.5030454209704176,40,1472,1483,2058,1443,1433,10,0
10,no_hurst_with_meta,wf_03,logistic_c10,576,0.493000980831406,0.4878032910819796,0.5000302725742587,40,1472,1483,2058,1443,1433,10,0
10,no_hurst_with_meta,wf_03,random_forest,576,0.5196166281195888,0.4278673024606867,0.4976932298414928,40,1472,1483,2058,1443,1433,10,0
10,no_hurst_with_meta,wf_03,extra_trees,576,0.5189264134264922,0.4323777916998256,0.4942300473463061,40,1472,1483,2058,1443,1433,10,0
10,no_hurst_with_meta,wf_03,hist_gradient_boosting,576,0.539620745189688,0.45718194254445965,0.48023200900911805,40,1472,1483,2058,1443,1433,10,0
10,no_hurst_with_meta,wf_04,logistic_c02,576,0.4792486231313926,0.47747093932606766,0.48618214004720695,40,2048,2059,2634,2019,2009,10,0
10,no_hurst_with_meta,wf_04,logistic_c10,576,0.48677222659323366,0.485930187359092,0.4804165027537372,40,2048,2059,2634,2019,2009,10,0
10,no_hurst_with_meta,wf_04,random_forest,576,0.5023111723052714,0.49466829466829465,0.5048559205350118,40,2048,2059,2634,2019,2009,10,0
10,no_hurst_with_meta,wf_04,extra_trees,576,0.5509933123524784,0.5266246349518273,0.5330325531077891,40,2048,2059,2634,2019,2009,10,0
10,no_hurst_with_meta,wf_04,hist_gradient_boosting,576,0.4955743509047994,0.49487838446828986,0.5238985051140834,40,2048,2059,2634,2019,2009,10,0
10,no_hurst_with_meta,wf_05,logistic_c02,576,0.45840382849132305,0.4580981328701693,0.44903804321554597,40,2624,2635,3210,2595,2585,10,0
10,no_hurst_with_meta,wf_05,logistic_c10,576,0.451442935176681,0.45115067303517153,0.4446270604727607,40,2624,2635,3210,2595,2585,10,0
10,no_hurst_with_meta,wf_05,random_forest,576,0.4957461207521632,0.49256000868904093,0.4832624353458694,40,2624,2635,3210,2595,2585,10,0
10,no_hurst_with_meta,wf_05,extra_trees,576,0.5404601923913569,0.5184244751346999,0.5148885773674288,40,2624,2635,3210,2595,2585,10,0
10,no_hurst_with_meta,wf_05,hist_gradient_boosting,576,0.5130758447334075,0.5130434782608696,0.5093899550442307,40,2624,2635,3210,2595,2585,10,0
10,no_hurst_no_meta,wf_01,logistic_c02,577,0.5124575924544645,0.4515643564356435,0.5270686460864754,40,319,330,906,290,280,10,0
10,no_hurst_no_meta,wf_01,logistic_c10,577,0.5133418348932894,0.4422875553765606,0.5263588460335411,40,319,330,906,290,280,10,0
10,no_hurst_no_meta,wf_01,random_forest,577,0.49693222011019944,0.45139406398560966,0.572640215586728,40,319,330,906,290,280,10,0
10,no_hurst_no_meta,wf_01,extra_trees,577,0.5155133418348933,0.4989121528939188,0.5566877601597652,40,319,330,906,290,280,10,0
10,no_hurst_no_meta,wf_01,hist_gradient_boosting,577,0.5026467120617887,0.4106720585536771,0.5286566733235485,40,319,330,906,290,280,10,0
10,no_hurst_no_meta,wf_02,logistic_c02,576,0.4823560690288587,0.4808472284812979,0.49464639628752355,40,896,907,1482,867,857,10,0
10,no_hurst_no_meta,wf_02,logistic_c10,576,0.5180064774979456,0.5174825174825175,0.5313723594527965,40,896,907,1482,867,857,10,0
10,no_hurst_no_meta,wf_02,random_forest,576,0.5834582104703436,0.5828627069133399,0.6100691255377773,40,896,907,1482,867,857,10,0
10,no_hurst_no_meta,wf_02,extra_trees,576,0.5583458210470343,0.5507580957134834,0.6011142263257118,40,896,907,1482,867,857,10,0
10,no_hurst_no_meta,wf_02,hist_gradient_boosting,576,0.4750326291874124,0.47158514798899137,0.5262362836564026,40,896,907,1482,867,857,10,0
10,no_hurst_no_meta,wf_03,logistic_c02,576,0.48997372340554357,0.48542017650968333,0.5030454209704176,40,1472,1483,2058,1443,1433,10,0
10,no_hurst_no_meta,wf_03,logistic_c10,576,0.493000980831406,0.4878032910819796,0.5000302725742587,40,1472,1483,2058,1443,1433,10,0
10,no_hurst_no_meta,wf_03,random_forest,576,0.5196166281195888,0.4278673024606867,0.4976932298414928,40,1472,1483,2058,1443,1433,10,0
10,no_hurst_no_meta,wf_03,extra_trees,576,0.5189264134264922,0.4323777916998256,0.4942300473463061,40,1472,1483,2058,1443,1433,10,0
10,no_hurst_no_meta,wf_03,hist_gradient_boosting,576,0.539620745189688,0.45718194254445965,0.48023200900911805,40,1472,1483,2058,1443,1433,10,0
10,no_hurst_no_meta,wf_04,logistic_c02,576,0.4792486231313926,0.47747093932606766,0.48618214004720695,40,2048,2059,2634,2019,2009,10,0
10,no_hurst_no_meta,wf_04,logistic_c10,576,0.48677222659323366,0.485930187359092,0.4804165027537372,40,2048,2059,2634,2019,2009,10,0
10,no_hurst_no_meta,wf_04,random_forest,576,0.5023111723052714,0.49466829466829465,0.5048559205350118,40,2048,2059,2634,2019,2009,10,0
10,no_hurst_no_meta,wf_04,extra_trees,576,0.5509933123524784,0.5266246349518273,0.5330325531077891,40,2048,2059,2634,2019,2009,10,0
10,no_hurst_no_meta,wf_04,hist_gradient_boosting,576,0.4955743509047994,0.49487838446828986,0.5238985051140834,40,2048,2059,2634,2019,2009,10,0
10,no_hurst_no_meta,wf_05,logistic_c02,576,0.45840382849132305,0.4580981328701693,0.44903804321554597,40,2624,2635,3210,2595,2585,10,0
10,no_hurst_no_meta,wf_05,logistic_c10,576,0.451442935176681,0.45115067303517153,0.4446270604727607,40,2624,2635,3210,2595,2585,10,0
10,no_hurst_no_meta,wf_05,random_forest,576,0.4957461207521632,0.49256000868904093,0.4832624353458694,40,2624,2635,3210,2595,2585,10,0
10,no_hurst_no_meta,wf_05,extra_trees,576,0.5404601923913569,0.5184244751346999,0.5148885773674288,40,2624,2635,3210,2595,2585,10,0
10,no_hurst_no_meta,wf_05,hist_gradient_boosting,576,0.5130758447334075,0.5130434782608696,0.5093899550442307,40,2624,2635,3210,2595,2585,10,0
10,legacy_hurst_no_meta,wf_01,logistic_c02,577,0.49986766439691055,0.4425997059333995,0.5080363802603401,40,319,330,906,290,280,10,0
10,legacy_hurst_no_meta,wf_01,logistic_c10,577,0.5116695940906137,0.43964581548129106,0.5192006929573398,40,319,330,906,290,280,10,0
10,legacy_hurst_no_meta,wf_01,random_forest,577,0.49614422174634876,0.4412214487177397,0.5895551117634321,40,319,330,906,290,280,10,0
10,legacy_hurst_no_meta,wf_01,extra_trees,577,0.52053006424292,0.5049759780370625,0.5487716849931427,40,319,330,906,290,280,10,0
10,legacy_hurst_no_meta,wf_01,hist_gradient_boosting,577,0.4913199874882702,0.38469632768361584,0.4903876230119584,40,319,330,906,290,280,10,0
10,legacy_hurst_no_meta,wf_02,logistic_c02,576,0.4545124957702905,0.45278491650731395,0.47709914439019674,40,896,907,1482,867,857,10,0
10,legacy_hurst_no_meta,wf_02,logistic_c10,576,0.5244235510223811,0.5213995971191258,0.512664958669696,40,896,907,1482,867,857,10,0
10,legacy_hurst_no_meta,wf_02,random_forest,576,0.5894039735099338,0.5880080207365384,0.6183231014646879,40,896,907,1482,867,857,10,0
10,legacy_hurst_no_meta,wf_02,extra_trees,576,0.5444240344177503,0.5363823547763149,0.5869869966645719,40,896,907,1482,867,857,10,0
10,legacy_hurst_no_meta,wf_02,hist_gradient_boosting,576,0.5369676608498091,0.5363451363451364,0.5566055977183739,40,896,907,1482,867,857,10,0
10,legacy_hurst_no_meta,wf_03,logistic_c02,576,0.45619558504777014,0.4562091503267974,0.4614266858796605,40,1472,1483,2058,1443,1433,10,0
10,legacy_hurst_no_meta,wf_03,logistic_c10,576,0.4608515069687466,0.46080976688529063,0.46162043035491573,40,1472,1483,2058,1443,1433,10,0
10,legacy_hurst_no_meta,wf_03,random_forest,576,0.5298487582190039,0.4411593492447685,0.501628664495114,40,1472,1483,2058,1443,1433,10,0
10,legacy_hurst_no_meta,wf_03,extra_trees,576,0.513580276812419,0.4272649792340264,0.5134349684559776,40,1472,1483,2058,1443,1433,10,0
10,legacy_hurst_no_meta,wf_03,hist_gradient_boosting,576,0.5289103084169865,0.4338424315741721,0.5121514113074119,40,1472,1483,2058,1443,1433,10,0
10,legacy_hurst_no_meta,wf_04,logistic_c02,576,0.4801337529504327,0.4797842331865195,0.4862067269866247,40,2048,2059,2634,2019,2009,10,0
