calibration_candidate,calibration,margin,eligible,eligibility_reason,raw_calibration_count,purged_count,retained_count,max_raw_label_end,max_retained_label_end,evaluation_start_row,overlap_count_after_purge,sigmoid_retained_class_count,sigmoid_finite_probability,calibration_start_row,calibration_end_row,evaluation_end_row,balanced_accuracy,macro_f1,cumulative_net_log_return,non_overlapping_trades,outer_fold
none,none,0.0,True,not_applicable,329,6,323,680,674,675,0,2,True,346,674,839,0.5479664014146772,0.537956960374391,0.1421895840225348,33,outer_01
none,none,0.05,True,not_applicable,329,6,323,680,674,675,0,2,True,346,674,839,0.5479664014146772,0.537956960374391,0.17477942054221463,32,outer_01
sigmoid,sigmoid,0.0,True,eligible,329,6,323,680,674,675,0,2,True,346,674,839,0.5,0.32098765432098764,0.023344495810378674,33,outer_01
sigmoid,sigmoid,0.05,True,eligible,329,6,323,680,674,675,0,2,True,346,674,839,0.5,0.32098765432098764,0.0,0,outer_01
none,none,0.0,True,not_applicable,645,6,639,996,990,991,0,2,True,346,990,1313,0.5989293444650587,0.5950554134697357,0.18826993729383423,65,outer_02
none,none,0.05,True,not_applicable,645,6,639,996,990,991,0,2,True,346,990,1313,0.5989293444650587,0.5950554134697357,0.29159563858860627,62,outer_02
sigmoid,sigmoid,0.0,True,eligible,645,6,639,996,990,991,0,2,True,346,990,1313,0.5,0.3527054108216433,-0.08033078991493825,65,outer_02
sigmoid,sigmoid,0.05,True,eligible,645,6,639,996,990,991,0,2,True,346,990,1313,0.5,0.3527054108216433,0.0,0,outer_02
none,none,0.0,True,not_applicable,961,6,955,1312,1306,1307,0,2,True,346,1306,1787,0.5506688847300201,0.5397544683155805,0.26050596807861565,97,outer_03
none,none,0.05,True,not_applicable,961,6,955,1312,1306,1307,0,2,True,346,1306,1787,0.5506688847300201,0.5397544683155805,0.194190622130893,95,outer_03
sigmoid,sigmoid,0.0,True,eligible,961,6,955,1312,1306,1307,0,2,True,346,1306,1787,0.48369376862826646,0.411283228150698,0.004131670138995035,97,outer_03
sigmoid,sigmoid,0.05,True,eligible,961,6,955,1312,1306,1307,0,2,True,346,1306,1787,0.48369376862826646,0.411283228150698,0.09908766020683527,33,outer_03
none,none,0.0,True,not_applicable,1277,6,1271,1628,1622,1623,0,2,True,346,1622,2261,0.4889512849867751,0.40192118226600987,0.05633066919016549,128,outer_04
none,none,0.05,True,not_applicable,1277,6,1271,1628,1622,1623,0,2,True,346,1622,2261,0.4889512849867751,0.40192118226600987,0.0742140281059418,126,outer_04
sigmoid,sigmoid,0.0,True,eligible,1277,6,1271,1628,1622,1623,0,2,True,346,1622,2261,0.5026893924440409,0.46954920285871354,0.24431353245974385,128,outer_04
sigmoid,sigmoid,0.05,True,eligible,1277,6,1271,1628,1622,1623,0,2,True,346,1622,2261,0.5026893924440409,0.46954920285871354,0.001369349675607561,4,outer_04
none,none,0.0,True,not_applicable,1593,6,1587,1944,1938,1939,0,2,True,346,1938,2735,0.5321114427079243,0.5269879153838198,-0.012860888009152194,160,outer_05
none,none,0.05,True,not_applicable,1593,6,1587,1944,1938,1939,0,2,True,346,1938,2735,0.5321114427079243,0.5269879153838198,-0.14286432073561578,154,outer_05
sigmoid,sigmoid,0.0,True,eligible,1593,6,1587,1944,1938,1939,0,2,True,346,1938,2735,0.5080041362339328,0.3232108518553013,-0.37462030962337767,160,outer_05
sigmoid,sigmoid,0.05,True,eligible,1593,6,1587,1944,1938,1939,0,2,True,346,1938,2735,0.5080041362339328,0.3232108518553013,-0.10446435880496235,26,outer_05
