calibration_candidate,calibration,margin,eligible,eligibility_reason,raw_calibration_count,purged_count,retained_count,max_raw_label_end,max_retained_label_end,evaluation_start_row,overlap_count_after_purge,sigmoid_retained_class_count,sigmoid_finite_probability,calibration_start_row,calibration_end_row,evaluation_end_row,balanced_accuracy,macro_f1,cumulative_net_log_return,non_overlapping_trades,outer_fold
none,none,0.0,True,not_applicable,332,2,330,675,673,674,0,2,True,342,673,839,0.5556281771968046,0.5050685748360167,0.06114314398933729,166,outer_01
none,none,0.05,True,not_applicable,332,2,330,675,673,674,0,2,True,342,673,839,0.5556281771968046,0.5050685748360167,0.05099843009644267,135,outer_01
sigmoid,sigmoid,0.0,True,eligible,332,2,330,675,673,674,0,2,True,342,673,839,0.48823529411764705,0.3333333333333333,-0.041179907905211977,166,outer_01
sigmoid,sigmoid,0.05,True,eligible,332,2,330,675,673,674,0,2,True,342,673,839,0.48823529411764705,0.3333333333333333,0.0,0,outer_01
none,none,0.0,True,not_applicable,649,2,647,992,990,991,0,2,True,342,990,1315,0.525887573964497,0.5257901917683621,-0.0655115488896055,325,outer_02
none,none,0.05,True,not_applicable,649,2,647,992,990,991,0,2,True,342,990,1315,0.525887573964497,0.5257901917683621,0.01203731432228903,238,outer_02
sigmoid,sigmoid,0.0,True,eligible,649,2,647,992,990,991,0,2,True,342,990,1315,0.5,0.34210526315789475,-0.21029830074421063,325,outer_02
sigmoid,sigmoid,0.05,True,eligible,649,2,647,992,990,991,0,2,True,342,990,1315,0.5,0.34210526315789475,0.0,0,outer_02
none,none,0.0,True,not_applicable,966,2,964,1309,1307,1308,0,2,True,342,1307,1791,0.5207639066905921,0.5168605273868432,-0.17516611189655049,484,outer_03
none,none,0.05,True,not_applicable,966,2,964,1309,1307,1308,0,2,True,342,1307,1791,0.5207639066905921,0.5168605273868432,-0.07832152075101426,305,outer_03
sigmoid,sigmoid,0.0,True,eligible,966,2,964,1309,1307,1308,0,2,True,342,1307,1791,0.5,0.32684283727399166,-0.3478370684851474,484,outer_03
sigmoid,sigmoid,0.05,True,eligible,966,2,964,1309,1307,1308,0,2,True,342,1307,1791,0.5,0.32684283727399166,0.024866370061430713,23,outer_03
none,none,0.0,True,not_applicable,1283,2,1281,1626,1624,1625,0,2,True,342,1624,2266,0.5082433587074724,0.4491094954957441,-0.17496413809577027,642,outer_04
none,none,0.05,True,not_applicable,1283,2,1281,1626,1624,1625,0,2,True,342,1624,2266,0.5082433587074724,0.4491094954957441,-0.03911807113402062,520,outer_04
sigmoid,sigmoid,0.0,True,eligible,1283,2,1281,1626,1624,1625,0,2,True,342,1624,2266,0.48040624514525404,0.4194055887924484,-0.4642654730012532,642,outer_04
sigmoid,sigmoid,0.05,True,eligible,1283,2,1281,1626,1624,1625,0,2,True,342,1624,2266,0.48040624514525404,0.4194055887924484,0.0,0,outer_04
none,none,0.0,True,not_applicable,1600,2,1598,1943,1941,1942,0,2,True,342,1941,2741,0.5130796483566273,0.5099877496937424,-0.41419492498794497,800,outer_05
none,none,0.05,True,not_applicable,1600,2,1598,1943,1941,1942,0,2,True,342,1941,2741,0.5130796483566273,0.5099877496937424,-0.4102457204275612,556,outer_05
sigmoid,sigmoid,0.0,True,eligible,1600,2,1598,1943,1941,1942,0,2,True,342,1941,2741,0.4977157025001416,0.3350928547435098,-0.7098407372940664,800,outer_05
sigmoid,sigmoid,0.05,True,eligible,1600,2,1598,1943,1941,1942,0,2,True,342,1941,2741,0.4977157025001416,0.3350928547435098,0.0,0,outer_05
