calibration_candidate,calibration,margin,eligible,eligibility_reason,raw_calibration_count,purged_count,retained_count,max_raw_label_end,max_retained_label_end,evaluation_start_row,overlap_count_after_purge,sigmoid_retained_class_count,sigmoid_finite_probability,calibration_start_row,calibration_end_row,evaluation_end_row,balanced_accuracy,macro_f1,cumulative_net_log_return,non_overlapping_trades,outer_fold
none,none,0.0,True,not_applicable,326,11,315,687,676,677,0,2,True,351,676,839,0.38044464609800366,0.3799947275260799,-0.19240894894733684,17,outer_01
none,none,0.05,True,not_applicable,326,11,315,687,676,677,0,2,True,351,676,839,0.38044464609800366,0.3799947275260799,-0.08578726005255612,16,outer_01
sigmoid,sigmoid,0.0,True,eligible,326,11,315,687,676,677,0,2,True,351,676,839,0.6187235329703569,0.6184687405617638,0.17541319753120121,17,outer_01
sigmoid,sigmoid,0.05,True,eligible,326,11,315,687,676,677,0,2,True,351,676,839,0.6187235329703569,0.6184687405617638,0.0,0,outer_01
none,none,0.0,True,not_applicable,640,11,629,1001,990,991,0,2,True,351,990,1311,0.5582199766809173,0.5486139011651265,0.07793819660131383,33,outer_02
none,none,0.05,True,not_applicable,640,11,629,1001,990,991,0,2,True,351,990,1311,0.5582199766809173,0.5486139011651265,0.1385055624976845,32,outer_02
sigmoid,sigmoid,0.0,True,eligible,640,11,629,1001,990,991,0,2,True,351,990,1311,0.4454333462883794,0.4235373932476654,-0.110929949350283,33,outer_02
sigmoid,sigmoid,0.05,True,eligible,640,11,629,1001,990,991,0,2,True,351,990,1311,0.4454333462883794,0.4235373932476654,-0.05983026795608578,21,outer_02
none,none,0.0,True,not_applicable,955,11,944,1316,1305,1306,0,2,True,351,1305,1783,0.49027875793930836,0.42841127781618427,-0.10737882097087204,48,outer_03
none,none,0.05,True,not_applicable,955,11,944,1316,1305,1306,0,2,True,351,1305,1783,0.49027875793930836,0.42841127781618427,0.06442338262383648,47,outer_03
sigmoid,sigmoid,0.0,True,eligible,955,11,944,1316,1305,1306,0,2,True,351,1305,1783,0.5,0.3132183908045977,-0.1355742687819884,48,outer_03
sigmoid,sigmoid,0.05,True,eligible,955,11,944,1316,1305,1306,0,2,True,351,1305,1783,0.5,0.3132183908045977,-0.035580048640033904,36,outer_03
none,none,0.0,True,not_applicable,1270,11,1259,1631,1620,1621,0,2,True,351,1620,2255,0.48801246703428436,0.4724350697457825,-0.09556399156313722,64,outer_04
none,none,0.05,True,not_applicable,1270,11,1259,1631,1620,1621,0,2,True,351,1620,2255,0.48801246703428436,0.4724350697457825,0.00588090265472585,63,outer_04
sigmoid,sigmoid,0.0,True,eligible,1270,11,1259,1631,1620,1621,0,2,True,351,1620,2255,0.5,0.3142548596112311,-0.18036141805025485,64,outer_04
sigmoid,sigmoid,0.05,True,eligible,1270,11,1259,1631,1620,1621,0,2,True,351,1620,2255,0.5,0.3142548596112311,0.0,0,outer_04
none,none,0.0,True,not_applicable,1584,11,1573,1945,1934,1935,0,2,True,351,1934,2727,0.4932979524044325,0.48844821407239275,-0.15601379628653284,80,outer_05
none,none,0.05,True,not_applicable,1584,11,1573,1945,1934,1935,0,2,True,351,1934,2727,0.4932979524044325,0.48844821407239275,0.0071194352830180885,77,outer_05
sigmoid,sigmoid,0.0,True,eligible,1584,11,1573,1945,1934,1935,0,2,True,351,1934,2727,0.5056607323592764,0.3488020392086919,-0.3581981999145428,80,outer_05
sigmoid,sigmoid,0.05,True,eligible,1584,11,1573,1945,1934,1935,0,2,True,351,1934,2727,0.5056607323592764,0.3488020392086919,0.0,0,outer_05
